ID_Comentario,Texto,Data,Classificacao
2698,Não era o que eu esperava.,2022-09-02,Neutro
2699,Demorou muito para chegar.,2022-12-20,Positivo
"2700,""Atendimento muito bom, parabéns!"",2022-01-11,Neutro"
2701,Produto veio com defeito.,2023-06-08,Negativo
2702,Muito satisfeito com a compra.,2023-04-13,Neutro
2703,Não era o que eu esperava.,2022-04-02,Neutro
2704,Produto veio com defeito.,2023-01-26,Negativo
2705,Produto veio com defeito.,2023-01-10,Negativo
2706,Muito satisfeito com a compra.,2023-10-19,Negativo
2707,Ótimo produto!,2023-04-03,Positivo
2708,Não era o que eu esperava.,2023-11-04,Negativo
"2709,""Entrega super rápida, adorei!"",2022-06-19,Negativo"
2710,Muito satisfeito com a compra.,2023-05-31,Neutro
2711,Não era o que eu esperava.,2023-06-15,Neutro
2712,Ótimo produto!,2022-10-18,Negativo
"2713,""Atendimento muito bom, parabéns!"",2023-05-01,Negativo"
2714,Não gostei do atendimento.,2022-04-02,Positivo
2715,Produto veio com defeito.,2022-05-02,Neutro
2716,Ótimo produto!,2023-10-29,Negativo
2717,Demorou muito para chegar.,2022-06-21,Positivo
2718,Excelente custo-benefício!,2023-06-10,Negativo
2719,Não gostei do atendimento.,2023-03-23,Negativo
2720,Muito satisfeito com a compra.,2023-03-24,Neutro
2721,Não gostei do atendimento.,2022-09-26,Positivo
"2722,""Atendimento muito bom, parabéns!"",2023-07-13,Negativo"
2723,Excelente custo-benefício!,2022-07-25,Neutro
2724,Demorou muito para chegar.,2023-09-21,Neutro
2725,Ótimo produto!,2023-09-09,Neutro
2726,Excelente custo-benefício!,2022-07-30,Positivo
2727,Não gostei do atendimento.,2022-03-20,Positivo
2728,Ótimo produto!,2022-08-01,Negativo
2729,Excelente custo-benefício!,2022-09-20,Negativo
2730,Não gostei do atendimento.,2023-10-17,Positivo
"2731,""Péssima qualidade, não recomendo."",2022-10-02,Negativo"
2732,Produto veio com defeito.,2022-03-06,Negativo
2733,Ótimo produto!,2023-07-15,Neutro
2734,Muito satisfeito com a compra.,2022-02-05,Positivo
"2735,""Entrega super rápida, adorei!"",2023-11-18,Positivo"
2736,Não gostei do atendimento.,2022-06-24,Negativo
2737,Ótimo produto!,2022-09-18,Negativo
"2738,""Péssima qualidade, não recomendo."",2023-11-22,Neutro"
"2739,""Atendimento muito bom, parabéns!"",2022-06-02,Positivo"
2740,Demorou muito para chegar.,2023-06-19,Neutro
2741,Não era o que eu esperava.,2023-07-27,Neutro
2742,Não era o que eu esperava.,2023-07-22,Positivo
2743,Produto veio com defeito.,2022-02-17,Negativo
2744,Produto veio com defeito.,2022-05-18,Positivo
"2745,""Entrega super rápida, adorei!"",2023-03-12,Neutro"
2746,Muito satisfeito com a compra.,2023-08-30,Negativo
"2747,""Péssima qualidade, não recomendo."",2022-09-17,Negativo"
2748,Ótimo produto!,2023-01-08,Positivo
2749,Excelente custo-benefício!,2022-08-26,Neutro
"2750,""Péssima qualidade, não recomendo."",2023-04-28,Neutro"
"2751,""Atendimento muito bom, parabéns!"",2023-12-20,Positivo"
2752,Muito satisfeito com a compra.,2022-06-23,Negativo
2753,Ótimo produto!,2022-11-07,Negativo
"2754,""Atendimento muito bom, parabéns!"",2023-02-01,Negativo"
2755,Não gostei do atendimento.,2023-06-19,Neutro
2756,Muito satisfeito com a compra.,2023-07-13,Neutro
2757,Excelente custo-benefício!,2023-03-24,Positivo
"2758,""Entrega super rápida, adorei!"",2023-02-12,Positivo"
"2759,""Entrega super rápida, adorei!"",2022-03-29,Neutro"
"2760,""Atendimento muito bom, parabéns!"",2022-05-31,Neutro"
2761,Muito satisfeito com a compra.,2023-07-27,Neutro
"2762,""Entrega super rápida, adorei!"",2023-06-09,Negativo"
"2763,""Atendimento muito bom, parabéns!"",2022-11-19,Positivo"
2764,Não era o que eu esperava.,2022-12-02,Negativo
2765,Excelente custo-benefício!,2023-09-27,Negativo
2766,Excelente custo-benefício!,2023-03-20,Positivo
"2767,""Atendimento muito bom, parabéns!"",2022-04-25,Neutro"
2768,Não era o que eu esperava.,2022-08-12,Negativo
"2769,""Atendimento muito bom, parabéns!"",2023-07-03,Neutro"
2770,Não gostei do atendimento.,2023-09-20,Positivo
2771,Muito satisfeito com a compra.,2022-07-19,Neutro
2772,Produto veio com defeito.,2023-08-15,Negativo
2773,Produto veio com defeito.,2022-12-24,Positivo
"2774,""Atendimento muito bom, parabéns!"",2022-03-18,Negativo"
2775,Demorou muito para chegar.,2023-10-29,Neutro
2776,Muito satisfeito com a compra.,2023-03-18,Positivo
2777,Excelente custo-benefício!,2022-12-07,Neutro
"2778,""Péssima qualidade, não recomendo."",2022-12-11,Neutro"
"2779,""Entrega super rápida, adorei!"",2023-07-29,Positivo"
2780,Não gostei do atendimento.,2022-01-28,Negativo
2781,Produto veio com defeito.,2022-11-22,Neutro
"2782,""Atendimento muito bom, parabéns!"",2022-10-25,Negativo"
2783,Não era o que eu esperava.,2023-04-22,Neutro
2784,Excelente custo-benefício!,2022-11-26,Negativo
2785,Demorou muito para chegar.,2022-01-30,Positivo
2786,Ótimo produto!,2022-06-26,Positivo
2787,Não gostei do atendimento.,2023-04-17,Neutro
2788,Não gostei do atendimento.,2023-09-24,Neutro
2789,Não era o que eu esperava.,2022-02-24,Negativo
2790,Ótimo produto!,2023-09-18,Neutro
2791,Produto veio com defeito.,2023-03-22,Negativo
"2792,""Péssima qualidade, não recomendo."",2023-02-04,Negativo"
2793,Demorou muito para chegar.,2022-06-07,Negativo
2794,Demorou muito para chegar.,2022-04-08,Negativo
2795,Produto veio com defeito.,2023-08-26,Positivo
"2796,""Péssima qualidade, não recomendo."",2022-06-10,Negativo"
2797,Produto veio com defeito.,2023-06-13,Neutro
2798,Produto veio com defeito.,2023-02-12,Positivo
"2799,""Péssima qualidade, não recomendo."",2022-05-08,Negativo"
2800,Muito satisfeito com a compra.,2023-07-18,Neutro
2801,Não gostei do atendimento.,2023-02-26,Positivo
2802,Muito satisfeito com a compra.,2023-02-01,Negativo
2803,Excelente custo-benefício!,2022-12-16,Negativo
2804,Ótimo produto!,2023-04-21,Neutro
"2805,""Entrega super rápida, adorei!"",2022-02-02,Neutro"
"2806,""Entrega super rápida, adorei!"",2023-01-04,Neutro"
2807,Demorou muito para chegar.,2022-12-25,Negativo
2808,Excelente custo-benefício!,2023-12-05,Neutro
"2809,""Péssima qualidade, não recomendo."",2023-09-22,Positivo"
"2810,""Entrega super rápida, adorei!"",2023-01-03,Negativo"
2811,Muito satisfeito com a compra.,2023-12-01,Negativo
2812,Ótimo produto!,2023-05-04,Positivo
2813,Não era o que eu esperava.,2022-12-29,Positivo
"2814,""Entrega super rápida, adorei!"",2022-09-23,Neutro"
"2815,""Atendimento muito bom, parabéns!"",2022-10-24,Negativo"
2816,Demorou muito para chegar.,2022-02-24,Neutro
"2817,""Entrega super rápida, adorei!"",2022-10-29,Neutro"
"2818,""Péssima qualidade, não recomendo."",2022-03-27,Neutro"
2819,Não era o que eu esperava.,2023-01-16,Negativo
2820,Muito satisfeito com a compra.,2023-06-08,Negativo
2821,Não gostei do atendimento.,2022-07-18,Neutro
2822,Produto veio com defeito.,2023-10-22,Positivo
2823,Produto veio com defeito.,2023-05-16,Positivo
"2824,""Entrega super rápida, adorei!"",2023-09-03,Neutro"
2825,Produto veio com defeito.,2022-01-20,Neutro
"2826,""Atendimento muito bom, parabéns!"",2023-09-04,Neutro"
2827,Não era o que eu esperava.,2022-09-26,Positivo
2828,Ótimo produto!,2023-08-16,Negativo
2829,Não gostei do atendimento.,2022-03-21,Positivo
2830,Não gostei do atendimento.,2023-05-29,Positivo
2831,Não era o que eu esperava.,2023-05-03,Neutro
2832,Produto veio com defeito.,2022-12-25,Negativo
2833,Demorou muito para chegar.,2023-06-08,Neutro
2834,Excelente custo-benefício!,2023-04-06,Positivo
2835,Não era o que eu esperava.,2022-08-05,Negativo
2836,Não era o que eu esperava.,2022-04-09,Neutro
2837,Demorou muito para chegar.,2023-07-29,Positivo
2838,Muito satisfeito com a compra.,2023-06-05,Positivo
2839,Excelente custo-benefício!,2022-12-07,Negativo
2840,Não era o que eu esperava.,2022-06-20,Neutro
2841,Demorou muito para chegar.,2023-10-12,Negativo
"2842,""Entrega super rápida, adorei!"",2022-07-13,Positivo"
2843,Demorou muito para chegar.,2022-05-06,Positivo
2844,Ótimo produto!,2023-10-01,Neutro
"2845,""Entrega super rápida, adorei!"",2022-10-13,Positivo"
2846,Muito satisfeito com a compra.,2023-04-15,Neutro
2847,Não era o que eu esperava.,2022-10-26,Positivo
2848,Excelente custo-benefício!,2022-03-25,Positivo
2849,Não gostei do atendimento.,2022-12-07,Positivo
2850,Muito satisfeito com a compra.,2023-07-23,Positivo
2851,Demorou muito para chegar.,2023-03-18,Negativo
"2852,""Atendimento muito bom, parabéns!"",2022-11-09,Negativo"
2853,Muito satisfeito com a compra.,2022-03-30,Positivo
2854,Demorou muito para chegar.,2023-11-06,Negativo
2855,Muito satisfeito com a compra.,2022-04-12,Positivo
2856,Excelente custo-benefício!,2022-10-05,Neutro
2857,Excelente custo-benefício!,2023-10-13,Neutro
2858,Não gostei do atendimento.,2022-10-25,Neutro
"2859,""Atendimento muito bom, parabéns!"",2022-09-30,Neutro"
"2860,""Péssima qualidade, não recomendo."",2023-04-16,Negativo"
2861,Não era o que eu esperava.,2023-12-20,Neutro
"2862,""Péssima qualidade, não recomendo."",2022-08-22,Positivo"
2863,Produto veio com defeito.,2022-09-28,Negativo
"2864,""Entrega super rápida, adorei!"",2023-06-26,Negativo"
2865,Não era o que eu esperava.,2022-03-27,Negativo
2866,Não era o que eu esperava.,2023-09-20,Positivo
"2867,""Péssima qualidade, não recomendo."",2023-02-28,Negativo"
2868,Demorou muito para chegar.,2023-04-15,Negativo
"2869,""Entrega super rápida, adorei!"",2023-12-06,Neutro"
"2870,""Atendimento muito bom, parabéns!"",2022-06-03,Negativo"
2871,Demorou muito para chegar.,2023-10-03,Positivo
2872,Demorou muito para chegar.,2022-09-14,Positivo
"2873,""Péssima qualidade, não recomendo."",2022-06-30,Positivo"
2874,Excelente custo-benefício!,2023-10-02,Neutro
2875,Excelente custo-benefício!,2022-06-10,Neutro
"2876,""Péssima qualidade, não recomendo."",2023-07-05,Positivo"
"2877,""Entrega super rápida, adorei!"",2023-11-13,Negativo"
2878,Muito satisfeito com a compra.,2023-10-13,Neutro
2879,Ótimo produto!,2022-05-23,Positivo
2880,Produto veio com defeito.,2023-08-27,Neutro
2881,Excelente custo-benefício!,2023-10-29,Positivo
2882,Produto veio com defeito.,2022-12-22,Negativo
"2883,""Atendimento muito bom, parabéns!"",2022-04-28,Positivo"
"2884,""Péssima qualidade, não recomendo."",2023-10-13,Negativo"
2885,Ótimo produto!,2023-08-25,Neutro
2886,Demorou muito para chegar.,2022-05-17,Negativo
2887,Não gostei do atendimento.,2023-02-12,Neutro
2888,Muito satisfeito com a compra.,2022-09-10,Positivo
"2889,""Entrega super rápida, adorei!"",2023-07-16,Neutro"
"2890,""Entrega super rápida, adorei!"",2022-12-25,Neutro"
"2891,""Atendimento muito bom, parabéns!"",2022-06-25,Positivo"
2892,Excelente custo-benefício!,2023-12-02,Positivo
2893,Não gostei do atendimento.,2023-09-17,Positivo
2894,Muito satisfeito com a compra.,2022-07-23,Negativo
"2895,""Péssima qualidade, não recomendo."",2022-11-27,Neutro"
2896,Excelente custo-benefício!,2022-02-27,Negativo
"2897,""Péssima qualidade, não recomendo."",2023-12-05,Negativo"
2898,Produto veio com defeito.,2022-10-11,Neutro
2899,Não gostei do atendimento.,2023-03-15,Positivo
"2900,""Atendimento muito bom, parabéns!"",2023-11-16,Positivo"
"2901,""Péssima qualidade, não recomendo."",2023-03-18,Positivo"
"2902,""Entrega super rápida, adorei!"",2022-10-22,Neutro"
2903,Ótimo produto!,2023-07-23,Negativo
2904,Não era o que eu esperava.,2022-11-06,Neutro
2905,Ótimo produto!,2022-08-23,Negativo
2906,Ótimo produto!,2022-12-06,Positivo
"2907,""Péssima qualidade, não recomendo."",2022-07-06,Negativo"
2908,Muito satisfeito com a compra.,2023-03-02,Neutro
2909,Excelente custo-benefício!,2023-03-20,Negativo
"2910,""Entrega super rápida, adorei!"",2022-11-12,Negativo"
2911,Produto veio com defeito.,2022-08-22,Positivo
2912,Excelente custo-benefício!,2023-02-17,Positivo
2913,Ótimo produto!,2023-03-27,Positivo
2914,Excelente custo-benefício!,2023-03-17,Negativo
"2915,""Entrega super rápida, adorei!"",2023-06-11,Neutro"
"2916,""Péssima qualidade, não recomendo."",2022-05-10,Negativo"
2917,Excelente custo-benefício!,2023-04-24,Positivo
2918,Não gostei do atendimento.,2022-01-15,Negativo
"2919,""Atendimento muito bom, parabéns!"",2022-07-30,Negativo"
"2920,""Entrega super rápida, adorei!"",2023-07-02,Neutro"
2921,Não era o que eu esperava.,2022-05-02,Negativo
2922,Não era o que eu esperava.,2023-12-30,Positivo
2923,Excelente custo-benefício!,2023-05-29,Negativo
2924,Demorou muito para chegar.,2023-07-22,Negativo
"2925,""Péssima qualidade, não recomendo."",2022-06-08,Positivo"
2926,Produto veio com defeito.,2022-12-27,Neutro
2927,Excelente custo-benefício!,2022-04-22,Positivo
2928,Não era o que eu esperava.,2022-11-26,Negativo
2929,Não gostei do atendimento.,2023-05-20,Negativo
"2930,""Atendimento muito bom, parabéns!"",2023-04-09,Positivo"
2931,Não gostei do atendimento.,2023-11-01,Positivo
2932,Não gostei do atendimento.,2023-04-16,Neutro
2933,Muito satisfeito com a compra.,2023-08-06,Positivo
2934,Ótimo produto!,2022-06-12,Neutro
"2935,""Péssima qualidade, não recomendo."",2023-08-30,Negativo"
"2936,""Péssima qualidade, não recomendo."",2023-12-09,Positivo"
"2937,""Atendimento muito bom, parabéns!"",2023-08-20,Negativo"
"2938,""Entrega super rápida, adorei!"",2023-07-30,Positivo"
2939,Demorou muito para chegar.,2023-09-04,Neutro
2940,Excelente custo-benefício!,2022-09-07,Neutro
2941,Excelente custo-benefício!,2022-01-28,Negativo
2942,Excelente custo-benefício!,2023-11-09,Negativo
"2943,""Péssima qualidade, não recomendo."",2022-02-26,Negativo"
2944,Muito satisfeito com a compra.,2023-12-14,Neutro
2945,Muito satisfeito com a compra.,2022-01-16,Neutro
"2946,""Atendimento muito bom, parabéns!"",2023-05-07,Positivo"
"2947,""Atendimento muito bom, parabéns!"",2023-10-18,Negativo"
"2948,""Péssima qualidade, não recomendo."",2023-08-18,Negativo"
2949,Produto veio com defeito.,2023-12-02,Positivo
2950,Não gostei do atendimento.,2023-08-08,Positivo
"2951,""Atendimento muito bom, parabéns!"",2022-12-22,Neutro"
2952,Excelente custo-benefício!,2023-10-06,Positivo
2953,Excelente custo-benefício!,2023-08-12,Neutro
"2954,""Entrega super rápida, adorei!"",2023-08-18,Negativo"
2955,Excelente custo-benefício!,2022-06-16,Neutro
"2956,""Entrega super rápida, adorei!"",2023-02-28,Negativo"
"2957,""Péssima qualidade, não recomendo."",2023-09-28,Neutro"
2958,Excelente custo-benefício!,2022-08-14,Positivo
2959,Demorou muito para chegar.,2022-08-10,Negativo
2960,Não era o que eu esperava.,2022-05-02,Negativo
2961,Ótimo produto!,2023-02-19,Neutro
2962,Muito satisfeito com a compra.,2022-07-15,Neutro
2963,Demorou muito para chegar.,2022-09-05,Negativo
2964,Ótimo produto!,2022-11-21,Positivo
2965,Excelente custo-benefício!,2023-01-22,Negativo
2966,Não gostei do atendimento.,2023-05-27,Negativo
2967,Produto veio com defeito.,2023-08-27,Negativo
2968,Excelente custo-benefício!,2023-01-11,Neutro
2969,Não gostei do atendimento.,2023-12-27,Neutro
2970,Não gostei do atendimento.,2023-08-25,Positivo
"2971,""Péssima qualidade, não recomendo."",2023-06-18,Negativo"
2972,Produto veio com defeito.,2023-02-14,Negativo
"2973,""Entrega super rápida, adorei!"",2022-10-29,Negativo"
2974,Produto veio com defeito.,2023-09-15,Negativo
2975,Não gostei do atendimento.,2022-12-18,Positivo
2976,Demorou muito para chegar.,2023-01-16,Negativo
"2977,""Péssima qualidade, não recomendo."",2022-07-31,Neutro"
2978,Excelente custo-benefício!,2023-12-25,Neutro
2979,Produto veio com defeito.,2023-08-03,Negativo
2980,Muito satisfeito com a compra.,2022-01-20,Negativo
"2981,""Atendimento muito bom, parabéns!"",2022-01-04,Negativo"
"2982,""Entrega super rápida, adorei!"",2022-07-02,Neutro"
"2983,""Entrega super rápida, adorei!"",2023-06-15,Neutro"
"2984,""Entrega super rápida, adorei!"",2023-09-08,Neutro"
2985,Excelente custo-benefício!,2022-04-12,Positivo
"2986,""Péssima qualidade, não recomendo."",2023-05-12,Neutro"
2987,Não era o que eu esperava.,2023-07-10,Neutro
2988,Excelente custo-benefício!,2023-09-05,Negativo
"2989,""Atendimento muito bom, parabéns!"",2023-04-06,Positivo"
"2990,""Atendimento muito bom, parabéns!"",2023-08-05,Negativo"
2991,Muito satisfeito com a compra.,2023-07-28,Positivo
2992,Muito satisfeito com a compra.,2022-10-10,Positivo
2993,Muito satisfeito com a compra.,2023-11-27,Negativo
"2994,""Entrega super rápida, adorei!"",2023-08-06,Positivo"
"2995,""Atendimento muito bom, parabéns!"",2024-01-01,Neutro"
2996,Demorou muito para chegar.,2022-11-07,Positivo
2997,Produto veio com defeito.,2023-04-25,Neutro
2998,Produto veio com defeito.,2023-04-13,Negativo
"2999,""Atendimento muito bom, parabéns!"",2022-05-04,Neutro"
3000,Não gostei do atendimento.,2022-03-22,Positivo
"3001,""Péssima qualidade, não recomendo."",2022-08-26,Neutro"
3002,Ótimo produto!,2023-07-24,Positivo
3003,Muito satisfeito com a compra.,2022-05-24,Neutro
3004,Não gostei do atendimento.,2022-01-04,Negativo
"3005,""Atendimento muito bom, parabéns!"",2023-02-16,Neutro"
3006,Não gostei do atendimento.,2023-07-28,Negativo
"3007,""Atendimento muito bom, parabéns!"",2022-07-19,Negativo"
3008,Não era o que eu esperava.,2023-10-16,Positivo
"3009,""Péssima qualidade, não recomendo."",2023-01-25,Positivo"
3010,Excelente custo-benefício!,2023-01-28,Positivo
3011,Demorou muito para chegar.,2023-03-14,Positivo
3012,Excelente custo-benefício!,2022-03-02,Positivo
3013,Não gostei do atendimento.,2023-03-26,Positivo
"3014,""Péssima qualidade, não recomendo."",2023-12-23,Neutro"
"3015,""Péssima qualidade, não recomendo."",2023-02-27,Positivo"
"3016,""Atendimento muito bom, parabéns!"",2022-01-02,Positivo"
3017,Produto veio com defeito.,2023-04-05,Negativo
3018,Não era o que eu esperava.,2022-10-05,Negativo
3019,Muito satisfeito com a compra.,2022-07-11,Neutro
"3020,""Atendimento muito bom, parabéns!"",2022-10-07,Neutro"
3021,Não gostei do atendimento.,2022-12-29,Neutro
"3022,""Atendimento muito bom, parabéns!"",2022-01-17,Negativo"
3023,Muito satisfeito com a compra.,2022-04-11,Neutro
3024,Excelente custo-benefício!,2022-01-07,Positivo
"3025,""Atendimento muito bom, parabéns!"",2022-06-18,Neutro"
"3026,""Atendimento muito bom, parabéns!"",2022-10-12,Neutro"
3027,Produto veio com defeito.,2023-10-27,Positivo
"3028,""Atendimento muito bom, parabéns!"",2023-11-14,Neutro"
3029,Excelente custo-benefício!,2023-09-19,Neutro
"3030,""Atendimento muito bom, parabéns!"",2022-07-17,Negativo"
3031,Ótimo produto!,2023-02-06,Negativo
3032,Não gostei do atendimento.,2022-10-29,Neutro
"3033,""Atendimento muito bom, parabéns!"",2022-08-16,Neutro"
3034,Produto veio com defeito.,2023-01-11,Neutro
"3035,""Entrega super rápida, adorei!"",2022-02-05,Negativo"
3036,Muito satisfeito com a compra.,2023-05-23,Positivo
"3037,""Entrega super rápida, adorei!"",2022-09-05,Negativo"
3038,Produto veio com defeito.,2023-12-24,Neutro
3039,Ótimo produto!,2022-12-13,Positivo
3040,Demorou muito para chegar.,2023-11-03,Positivo
3041,Não era o que eu esperava.,2023-02-24,Negativo
3042,Excelente custo-benefício!,2022-07-10,Positivo
"3043,""Entrega super rápida, adorei!"",2023-07-29,Negativo"
"3044,""Atendimento muito bom, parabéns!"",2022-11-26,Neutro"
3045,Muito satisfeito com a compra.,2022-08-11,Positivo
"3046,""Péssima qualidade, não recomendo."",2022-01-21,Neutro"
"3047,""Entrega super rápida, adorei!"",2023-09-06,Neutro"
3048,Excelente custo-benefício!,2022-05-30,Negativo
3049,Não gostei do atendimento.,2023-09-06,Negativo
3050,Ótimo produto!,2023-06-19,Neutro
3051,Excelente custo-benefício!,2022-05-22,Positivo
3052,Não gostei do atendimento.,2023-06-07,Negativo
"3053,""Atendimento muito bom, parabéns!"",2023-12-09,Neutro"
3054,Demorou muito para chegar.,2022-04-09,Negativo
3055,Excelente custo-benefício!,2022-06-23,Neutro
3056,Excelente custo-benefício!,2022-01-13,Negativo
"3057,""Atendimento muito bom, parabéns!"",2023-04-07,Positivo"
3058,Demorou muito para chegar.,2023-02-09,Negativo
3059,Não era o que eu esperava.,2022-07-09,Negativo
3060,Muito satisfeito com a compra.,2022-02-25,Positivo
3061,Muito satisfeito com a compra.,2022-09-12,Neutro
3062,Demorou muito para chegar.,2023-05-31,Positivo
3063,Demorou muito para chegar.,2023-08-12,Positivo
3064,Não era o que eu esperava.,2022-01-31,Positivo
3065,Ótimo produto!,2022-07-01,Positivo
3066,Excelente custo-benefício!,2022-09-09,Negativo
"3067,""Entrega super rápida, adorei!"",2023-01-31,Positivo"
3068,Ótimo produto!,2022-12-31,Negativo
3069,Não era o que eu esperava.,2023-03-24,Positivo
3070,Muito satisfeito com a compra.,2022-07-11,Neutro
3071,Produto veio com defeito.,2023-08-04,Neutro
3072,Produto veio com defeito.,2022-03-09,Neutro
"3073,""Entrega super rápida, adorei!"",2023-10-11,Positivo"
3074,Produto veio com defeito.,2023-05-30,Positivo
3075,Excelente custo-benefício!,2023-02-09,Neutro
"3076,""Péssima qualidade, não recomendo."",2023-09-01,Negativo"
3077,Não gostei do atendimento.,2023-09-26,Negativo
3078,Excelente custo-benefício!,2022-01-13,Positivo
3079,Não era o que eu esperava.,2023-11-25,Positivo
3080,Não gostei do atendimento.,2023-01-07,Positivo
"3081,""Atendimento muito bom, parabéns!"",2022-09-02,Neutro"
"3082,""Atendimento muito bom, parabéns!"",2023-12-31,Neutro"
3083,Não era o que eu esperava.,2023-12-11,Positivo
"3084,""Atendimento muito bom, parabéns!"",2022-04-03,Negativo"
3085,Produto veio com defeito.,2022-11-25,Neutro
3086,Demorou muito para chegar.,2023-01-02,Negativo
"3087,""Entrega super rápida, adorei!"",2023-07-24,Neutro"
"3088,""Entrega super rápida, adorei!"",2022-04-14,Neutro"
3089,Demorou muito para chegar.,2023-02-22,Negativo
3090,Demorou muito para chegar.,2022-11-02,Positivo
"3091,""Entrega super rápida, adorei!"",2022-01-07,Negativo"
3092,Muito satisfeito com a compra.,2022-12-13,Negativo
3093,Ótimo produto!,2023-03-03,Positivo
"3094,""Atendimento muito bom, parabéns!"",2023-08-22,Positivo"
3095,Não era o que eu esperava.,2023-09-20,Neutro
3096,Ótimo produto!,2023-10-16,Negativo
"3097,""Péssima qualidade, não recomendo."",2023-07-08,Positivo"
3098,Ótimo produto!,2023-03-03,Positivo
3099,Ótimo produto!,2022-06-09,Neutro
"3100,""Atendimento muito bom, parabéns!"",2023-02-24,Negativo"
"3101,""Atendimento muito bom, parabéns!"",2022-07-23,Negativo"
3102,Não era o que eu esperava.,2022-11-24,Neutro
3103,Excelente custo-benefício!,2022-11-30,Positivo
3104,Muito satisfeito com a compra.,2023-08-12,Neutro
"3105,""Atendimento muito bom, parabéns!"",2023-06-30,Neutro"
3106,Ótimo produto!,2023-10-12,Negativo
3107,Muito satisfeito com a compra.,2022-02-07,Neutro
"3108,""Entrega super rápida, adorei!"",2023-11-19,Negativo"
"3109,""Péssima qualidade, não recomendo."",2023-11-24,Negativo"
3110,Não era o que eu esperava.,2023-11-08,Neutro
3111,Não gostei do atendimento.,2022-09-27,Positivo
3112,Excelente custo-benefício!,2023-01-26,Negativo
3113,Não gostei do atendimento.,2023-06-09,Neutro
3114,Muito satisfeito com a compra.,2023-12-19,Neutro
3115,Não gostei do atendimento.,2023-02-15,Negativo
"3116,""Entrega super rápida, adorei!"",2023-04-10,Positivo"
3117,Não era o que eu esperava.,2023-01-16,Negativo
3118,Ótimo produto!,2022-07-16,Neutro
"3119,""Atendimento muito bom, parabéns!"",2023-04-02,Neutro"
3120,Muito satisfeito com a compra.,2022-05-23,Negativo
3121,Muito satisfeito com a compra.,2022-07-15,Neutro
3122,Muito satisfeito com a compra.,2023-06-25,Negativo
3123,Não era o que eu esperava.,2022-12-31,Positivo
3124,Não era o que eu esperava.,2022-01-13,Neutro
3125,Demorou muito para chegar.,2022-11-30,Positivo
3126,Excelente custo-benefício!,2022-02-22,Neutro
"3127,""Entrega super rápida, adorei!"",2023-11-30,Negativo"
"3128,""Péssima qualidade, não recomendo."",2022-05-21,Negativo"
3129,Ótimo produto!,2022-09-22,Negativo
3130,Demorou muito para chegar.,2022-08-31,Positivo
3131,Produto veio com defeito.,2022-02-13,Positivo
3132,Ótimo produto!,2022-05-26,Negativo
"3133,""Entrega super rápida, adorei!"",2022-09-04,Neutro"
3134,Não era o que eu esperava.,2023-09-01,Negativo
"3135,""Péssima qualidade, não recomendo."",2022-08-02,Negativo"
3136,Excelente custo-benefício!,2023-01-11,Negativo
3137,Ótimo produto!,2023-03-29,Positivo
3138,Não gostei do atendimento.,2022-02-25,Neutro
"3139,""Péssima qualidade, não recomendo."",2023-04-22,Neutro"
3140,Produto veio com defeito.,2022-06-20,Positivo
3141,Não era o que eu esperava.,2022-12-29,Negativo
3142,Não era o que eu esperava.,2022-08-29,Positivo
3143,Muito satisfeito com a compra.,2022-03-09,Positivo
"3144,""Atendimento muito bom, parabéns!"",2023-06-06,Positivo"
"3145,""Entrega super rápida, adorei!"",2022-11-08,Neutro"
3146,Demorou muito para chegar.,2022-10-09,Positivo
"3147,""Entrega super rápida, adorei!"",2022-01-09,Positivo"
3148,Ótimo produto!,2022-04-27,Neutro
3149,Muito satisfeito com a compra.,2022-03-09,Positivo
3150,Demorou muito para chegar.,2022-10-28,Neutro
3151,Ótimo produto!,2022-07-11,Positivo
"3152,""Entrega super rápida, adorei!"",2022-10-24,Neutro"
3153,Ótimo produto!,2022-05-03,Negativo
"3154,""Entrega super rápida, adorei!"",2022-10-12,Negativo"
3155,Ótimo produto!,2023-03-03,Positivo
3156,Demorou muito para chegar.,2022-08-23,Positivo
"3157,""Péssima qualidade, não recomendo."",2023-04-16,Negativo"
3158,Não era o que eu esperava.,2022-03-07,Negativo
3159,Não gostei do atendimento.,2022-04-05,Neutro
3160,Não gostei do atendimento.,2022-07-29,Negativo
"3161,""Atendimento muito bom, parabéns!"",2023-05-07,Neutro"
3162,Demorou muito para chegar.,2022-02-21,Neutro
"3163,""Atendimento muito bom, parabéns!"",2023-04-07,Neutro"
3164,Muito satisfeito com a compra.,2023-09-03,Negativo
3165,Muito satisfeito com a compra.,2023-03-21,Positivo
3166,Não era o que eu esperava.,2022-09-16,Positivo
"3167,""Péssima qualidade, não recomendo."",2022-07-13,Neutro"
3168,Ótimo produto!,2023-05-06,Positivo
"3169,""Péssima qualidade, não recomendo."",2023-05-06,Positivo"
3170,Ótimo produto!,2023-11-08,Neutro
"3171,""Péssima qualidade, não recomendo."",2022-01-08,Neutro"
3172,Não era o que eu esperava.,2023-12-10,Neutro
3173,Produto veio com defeito.,2022-01-14,Negativo
"3174,""Entrega super rápida, adorei!"",2023-01-04,Neutro"
3175,Demorou muito para chegar.,2022-04-04,Negativo
3176,Produto veio com defeito.,2022-10-14,Neutro
3177,Produto veio com defeito.,2022-02-03,Positivo
3178,Muito satisfeito com a compra.,2023-05-22,Neutro
