ID_Comentario;Texto;Data;Classificacao;Sentimento
2323;Excelente custo-benefício!;2023-02-14;Neutro;0.0
2324;Não gostei do atendimento.;2022-02-14;Neutro;0.0
2325;Entrega super rápida, adorei!;2022-08-23;Positivo;0.41666666666666663
2326;Muito satisfeito com a compra.;2023-04-24;Neutro;0.0
2327;Não gostei do atendimento.;2022-11-02;Neutro;0.0
2328;Entrega super rápida, adorei!;2022-07-09;Positivo;0.41666666666666663
2329;Péssima qualidade, não recomendo.;2023-11-09;Neutro;0.0
2330;Ótimo produto!;2022-12-07;Neutro;0.0
2331;Demorou muito para chegar.;2022-01-26;Neutro;0.0
2332;Não era o que eu esperava.;2023-10-25;Neutro;0.0
2333;Atendimento muito bom, parabéns!;2023-12-14;Neutro;0.0
2334;Atendimento muito bom, parabéns!;2022-10-18;Neutro;0.0
2335;Excelente custo-benefício!;2023-10-20;Neutro;0.0
2336;Atendimento muito bom, parabéns!;2023-12-09;Neutro;0.0
2337;Produto veio com defeito.;2023-02-11;Neutro;0.0
2338;Demorou muito para chegar.;2022-01-03;Neutro;0.0
2339;Não era o que eu esperava.;2022-08-17;Neutro;0.0
2340;Entrega super rápida, adorei!;2022-09-11;Positivo;0.41666666666666663
2341;Não era o que eu esperava.;2023-11-21;Neutro;0.0
2342;Muito satisfeito com a compra.;2022-08-31;Neutro;0.0
2343;Péssima qualidade, não recomendo.;2022-05-20;Neutro;0.0
2344;Entrega super rápida, adorei!;2022-06-05;Positivo;0.41666666666666663
2345;Não gostei do atendimento.;2022-07-18;Neutro;0.0
2346;Entrega super rápida, adorei!;2022-07-16;Positivo;0.41666666666666663
2347;Não era o que eu esperava.;2023-03-09;Neutro;0.0
2348;Não gostei do atendimento.;2022-02-06;Neutro;0.0
2349;Péssima qualidade, não recomendo.;2022-10-04;Neutro;0.0
2350;Não era o que eu esperava.;2023-12-01;Neutro;0.0
2351;Péssima qualidade, não recomendo.;2023-02-04;Neutro;0.0
2352;Não era o que eu esperava.;2023-05-04;Neutro;0.0
2353;Atendimento muito bom, parabéns!;2023-07-19;Neutro;0.0
2354;Entrega super rápida, adorei!;2022-04-29;Positivo;0.41666666666666663
2355;Não gostei do atendimento.;2023-02-15;Neutro;0.0
2356;Não era o que eu esperava.;2023-04-12;Neutro;0.0
2357;Péssima qualidade, não recomendo.;2023-06-01;Neutro;0.0
2358;Entrega super rápida, adorei!;2022-11-02;Positivo;0.41666666666666663
2359;Não gostei do atendimento.;2022-11-12;Neutro;0.0
2360;Demorou muito para chegar.;2022-04-05;Neutro;0.0
2361;Demorou muito para chegar.;2023-08-27;Neutro;0.0
2362;Não era o que eu esperava.;2022-10-26;Neutro;0.0
2363;Demorou muito para chegar.;2023-09-06;Neutro;0.0
2364;Produto veio com defeito.;2022-07-16;Neutro;0.0
2365;Demorou muito para chegar.;2022-06-29;Neutro;0.0
2366;Entrega super rápida, adorei!;2022-03-05;Positivo;0.41666666666666663
2367;Muito satisfeito com a compra.;2022-11-16;Neutro;0.0
2368;Ótimo produto!;2022-07-23;Neutro;0.0
2369;Demorou muito para chegar.;2022-01-03;Neutro;0.0
2370;Ótimo produto!;2022-04-11;Neutro;0.0
2371;Excelente custo-benefício!;2023-04-03;Neutro;0.0
2372;Não era o que eu esperava.;2023-11-22;Neutro;0.0
2373;Muito satisfeito com a compra.;2022-02-12;Neutro;0.0
2374;Demorou muito para chegar.;2022-03-30;Neutro;0.0
2375;Não gostei do atendimento.;2022-11-19;Neutro;0.0
2376;Não era o que eu esperava.;2022-04-30;Neutro;0.0
2377;Ótimo produto!;2023-01-30;Neutro;0.0
2378;Péssima qualidade, não recomendo.;2023-05-28;Neutro;0.0
2379;Entrega super rápida, adorei!;2022-05-02;Positivo;0.41666666666666663
2380;Demorou muito para chegar.;2023-09-24;Neutro;0.0
2381;Produto veio com defeito.;2023-09-01;Neutro;0.0
2382;Não era o que eu esperava.;2023-01-31;Neutro;0.0
2383;Excelente custo-benefício!;2022-12-30;Neutro;0.0
2384;Péssima qualidade, não recomendo.;2023-01-04;Neutro;0.0
2385;Demorou muito para chegar.;2022-04-19;Neutro;0.0
2386;Entrega super rápida, adorei!;2023-06-17;Positivo;0.41666666666666663
2387;Produto veio com defeito.;2023-04-01;Neutro;0.0
2388;Ótimo produto!;2023-03-08;Neutro;0.0
2389;Não era o que eu esperava.;2022-05-16;Neutro;0.0
2390;Produto veio com defeito.;2023-02-18;Neutro;0.0
2391;Ótimo produto!;2023-12-06;Neutro;0.0
2392;Não era o que eu esperava.;2022-12-07;Neutro;0.0
2393;Entrega super rápida, adorei!;2023-12-20;Positivo;0.41666666666666663
2394;Muito satisfeito com a compra.;2023-06-12;Neutro;0.0
2395;Atendimento muito bom, parabéns!;2024-01-01;Neutro;0.0
2396;Produto veio com defeito.;2023-06-28;Neutro;0.0
2397;Entrega super rápida, adorei!;2023-01-04;Positivo;0.41666666666666663
2398;Não gostei do atendimento.;2022-09-16;Neutro;0.0
2399;Não era o que eu esperava.;2022-04-24;Neutro;0.0
2400;Excelente custo-benefício!;2022-05-25;Neutro;0.0
2401;Demorou muito para chegar.;2022-02-03;Neutro;0.0
2402;Não gostei do atendimento.;2022-12-29;Neutro;0.0
2403;Ótimo produto!;2022-04-18;Neutro;0.0
2404;Muito satisfeito com a compra.;2022-12-09;Neutro;0.0
2405;Demorou muito para chegar.;2022-04-15;Neutro;0.0
2406;Excelente custo-benefício!;2022-12-27;Neutro;0.0
2407;Não era o que eu esperava.;2022-04-09;Neutro;0.0
2408;Demorou muito para chegar.;2022-02-15;Neutro;0.0
2409;Não gostei do atendimento.;2022-10-27;Neutro;0.0
2410;Péssima qualidade, não recomendo.;2023-07-30;Neutro;0.0
2411;Não gostei do atendimento.;2023-09-26;Neutro;0.0
2412;Entrega super rápida, adorei!;2023-09-12;Positivo;0.41666666666666663
2413;Produto veio com defeito.;2022-03-08;Neutro;0.0
2414;Produto veio com defeito.;2023-08-30;Neutro;0.0
2415;Não gostei do atendimento.;2023-03-03;Neutro;0.0
2416;Muito satisfeito com a compra.;2022-03-21;Neutro;0.0
2417;Produto veio com defeito.;2022-07-11;Neutro;0.0
2418;Excelente custo-benefício!;2022-08-12;Neutro;0.0
2419;Ótimo produto!;2022-09-21;Neutro;0.0
2420;Ótimo produto!;2022-04-19;Neutro;0.0
2421;Não gostei do atendimento.;2023-06-15;Neutro;0.0
2422;Produto veio com defeito.;2023-06-20;Neutro;0.0
2423;Entrega super rápida, adorei!;2022-07-18;Positivo;0.41666666666666663
2424;Entrega super rápida, adorei!;2022-12-23;Positivo;0.41666666666666663
2425;Muito satisfeito com a compra.;2024-01-01;Neutro;0.0
2426;Muito satisfeito com a compra.;2023-01-18;Neutro;0.0
2427;Não era o que eu esperava.;2022-04-30;Neutro;0.0
2428;Excelente custo-benefício!;2023-04-19;Neutro;0.0
2429;Péssima qualidade, não recomendo.;2023-03-23;Neutro;0.0
2430;Produto veio com defeito.;2022-05-17;Neutro;0.0
2431;Demorou muito para chegar.;2023-05-21;Neutro;0.0
2432;Péssima qualidade, não recomendo.;2023-01-19;Neutro;0.0
2433;Não gostei do atendimento.;2022-10-19;Neutro;0.0
2434;Ótimo produto!;2023-03-03;Neutro;0.0
2435;Produto veio com defeito.;2023-05-27;Neutro;0.0
2436;Produto veio com defeito.;2022-05-07;Neutro;0.0
2437;Não gostei do atendimento.;2023-08-09;Neutro;0.0
2438;Atendimento muito bom, parabéns!;2023-02-27;Neutro;0.0
2439;Atendimento muito bom, parabéns!;2023-05-24;Neutro;0.0
2440;Atendimento muito bom, parabéns!;2022-03-11;Neutro;0.0
2441;Não gostei do atendimento.;2023-09-02;Neutro;0.0
2442;Entrega super rápida, adorei!;2022-08-31;Positivo;0.41666666666666663
2443;Péssima qualidade, não recomendo.;2023-04-14;Neutro;0.0
2444;Muito satisfeito com a compra.;2022-08-07;Neutro;0.0
2445;Excelente custo-benefício!;2023-08-02;Neutro;0.0
2446;Demorou muito para chegar.;2022-08-06;Neutro;0.0
2447;Muito satisfeito com a compra.;2023-09-29;Neutro;0.0
2448;Demorou muito para chegar.;2023-11-29;Neutro;0.0
2449;Produto veio com defeito.;2023-05-29;Neutro;0.0
2450;Demorou muito para chegar.;2022-02-26;Neutro;0.0
2451;Produto veio com defeito.;2022-10-18;Neutro;0.0
2452;Entrega super rápida, adorei!;2022-07-27;Positivo;0.41666666666666663
2453;Entrega super rápida, adorei!;2022-03-14;Positivo;0.41666666666666663
2454;Ótimo produto!;2023-02-12;Neutro;0.0
2455;Não gostei do atendimento.;2022-11-24;Neutro;0.0
2456;Produto veio com defeito.;2023-08-21;Neutro;0.0
2457;Não gostei do atendimento.;2023-04-11;Neutro;0.0
2458;Muito satisfeito com a compra.;2022-02-09;Neutro;0.0
2459;Entrega super rápida, adorei!;2022-03-24;Positivo;0.41666666666666663
2460;Ótimo produto!;2023-09-12;Neutro;0.0
2461;Atendimento muito bom, parabéns!;2023-10-03;Neutro;0.0
2462;Demorou muito para chegar.;2022-03-18;Neutro;0.0
2463;Atendimento muito bom, parabéns!;2022-03-29;Neutro;0.0
2464;Ótimo produto!;2022-12-10;Neutro;0.0
2465;Não era o que eu esperava.;2022-06-17;Neutro;0.0
2466;Demorou muito para chegar.;2022-10-24;Neutro;0.0
2467;Ótimo produto!;2023-08-19;Neutro;0.0
2468;Demorou muito para chegar.;2023-02-08;Neutro;0.0
2469;Produto veio com defeito.;2023-01-20;Neutro;0.0
2470;Ótimo produto!;2022-07-17;Neutro;0.0
2471;Não era o que eu esperava.;2022-12-29;Neutro;0.0
2472;Atendimento muito bom, parabéns!;2022-05-05;Neutro;0.0
2473;Não era o que eu esperava.;2023-06-10;Neutro;0.0
2474;Demorou muito para chegar.;2022-09-13;Neutro;0.0
2475;Não gostei do atendimento.;2023-01-09;Neutro;0.0
2476;Péssima qualidade, não recomendo.;2023-06-16;Neutro;0.0
2477;Ótimo produto!;2022-05-13;Neutro;0.0
2478;Atendimento muito bom, parabéns!;2023-09-30;Neutro;0.0
2479;Produto veio com defeito.;2023-10-26;Neutro;0.0
2480;Produto veio com defeito.;2023-07-18;Neutro;0.0
2481;Muito satisfeito com a compra.;2022-09-12;Neutro;0.0
2482;Entrega super rápida, adorei!;2022-07-31;Positivo;0.41666666666666663
2483;Atendimento muito bom, parabéns!;2022-05-22;Neutro;0.0
2484;Péssima qualidade, não recomendo.;2022-07-10;Neutro;0.0
2485;Não gostei do atendimento.;2023-11-22;Neutro;0.0
2486;Muito satisfeito com a compra.;2022-08-24;Neutro;0.0
2487;Não era o que eu esperava.;2023-01-29;Neutro;0.0
2488;Demorou muito para chegar.;2022-02-02;Neutro;0.0
2489;Produto veio com defeito.;2023-05-16;Neutro;0.0
2490;Muito satisfeito com a compra.;2022-12-01;Neutro;0.0
2491;Péssima qualidade, não recomendo.;2022-06-25;Neutro;0.0
2492;Entrega super rápida, adorei!;2022-10-29;Positivo;0.41666666666666663
2493;Péssima qualidade, não recomendo.;2022-11-27;Neutro;0.0
2494;Entrega super rápida, adorei!;2023-10-15;Positivo;0.41666666666666663
2495;Muito satisfeito com a compra.;2022-09-20;Neutro;0.0
2496;Atendimento muito bom, parabéns!;2022-04-17;Neutro;0.0
2497;Atendimento muito bom, parabéns!;2022-02-04;Neutro;0.0
2498;Ótimo produto!;2023-09-08;Neutro;0.0
2499;Não era o que eu esperava.;2022-06-16;Neutro;0.0
2500;Não gostei do atendimento.;2022-11-03;Neutro;0.0
2501;Entrega super rápida, adorei!;2023-09-18;Positivo;0.41666666666666663
2502;Muito satisfeito com a compra.;2022-04-21;Neutro;0.0
2503;Ótimo produto!;2023-07-18;Neutro;0.0
2504;Demorou muito para chegar.;2022-04-01;Neutro;0.0
2505;Entrega super rápida, adorei!;2022-06-06;Positivo;0.41666666666666663
2506;Atendimento muito bom, parabéns!;2023-08-03;Neutro;0.0
2507;Não gostei do atendimento.;2023-09-14;Neutro;0.0
2508;Demorou muito para chegar.;2022-08-02;Neutro;0.0
2509;Não era o que eu esperava.;2023-06-29;Neutro;0.0
2510;Não gostei do atendimento.;2023-04-18;Neutro;0.0
2511;Atendimento muito bom, parabéns!;2022-08-16;Neutro;0.0
2512;Atendimento muito bom, parabéns!;2023-04-24;Neutro;0.0
2513;Não era o que eu esperava.;2022-06-25;Neutro;0.0
2514;Muito satisfeito com a compra.;2022-07-25;Neutro;0.0
2515;Atendimento muito bom, parabéns!;2023-12-09;Neutro;0.0
2516;Muito satisfeito com a compra.;2023-05-25;Neutro;0.0
2517;Atendimento muito bom, parabéns!;2022-07-06;Neutro;0.0
2518;Não gostei do atendimento.;2022-03-04;Neutro;0.0
2519;Produto veio com defeito.;2022-12-13;Neutro;0.0
2520;Ótimo produto!;2023-01-23;Neutro;0.0
2521;Não era o que eu esperava.;2023-04-02;Neutro;0.0
2522;Muito satisfeito com a compra.;2023-06-29;Neutro;0.0
2523;Péssima qualidade, não recomendo.;2022-05-22;Neutro;0.0
2524;Ótimo produto!;2023-04-23;Neutro;0.0
2525;Não gostei do atendimento.;2022-07-27;Neutro;0.0
2526;Atendimento muito bom, parabéns!;2022-03-17;Neutro;0.0
2527;Não era o que eu esperava.;2023-03-20;Neutro;0.0
2528;Não era o que eu esperava.;2022-02-21;Neutro;0.0
2529;Não era o que eu esperava.;2022-09-26;Neutro;0.0
2530;Entrega super rápida, adorei!;2022-01-10;Positivo;0.41666666666666663
2531;Péssima qualidade, não recomendo.;2023-07-23;Neutro;0.0
2532;Produto veio com defeito.;2023-05-24;Neutro;0.0
2533;Não era o que eu esperava.;2022-05-29;Neutro;0.0
2534;Excelente custo-benefício!;2023-10-03;Neutro;0.0
2535;Entrega super rápida, adorei!;2023-04-04;Positivo;0.41666666666666663
2536;Entrega super rápida, adorei!;2022-09-03;Positivo;0.41666666666666663
2537;Ótimo produto!;2022-12-22;Neutro;0.0
2538;Não gostei do atendimento.;2022-07-01;Neutro;0.0
2539;Atendimento muito bom, parabéns!;2023-06-06;Neutro;0.0
2540;Péssima qualidade, não recomendo.;2023-06-24;Neutro;0.0
2541;Péssima qualidade, não recomendo.;2023-08-01;Neutro;0.0
2542;Ótimo produto!;2022-04-21;Neutro;0.0
2543;Entrega super rápida, adorei!;2023-03-01;Positivo;0.41666666666666663
2544;Não gostei do atendimento.;2023-06-25;Neutro;0.0
2545;Produto veio com defeito.;2023-11-13;Neutro;0.0
2546;Produto veio com defeito.;2022-03-13;Neutro;0.0
2547;Atendimento muito bom, parabéns!;2023-11-21;Neutro;0.0
2548;Excelente custo-benefício!;2023-12-30;Neutro;0.0
2549;Entrega super rápida, adorei!;2022-06-23;Positivo;0.41666666666666663
2550;Produto veio com defeito.;2023-02-02;Neutro;0.0
2551;Excelente custo-benefício!;2022-10-16;Neutro;0.0
2552;Entrega super rápida, adorei!;2023-03-23;Positivo;0.41666666666666663
2553;Péssima qualidade, não recomendo.;2023-04-17;Neutro;0.0
2554;Excelente custo-benefício!;2022-01-29;Neutro;0.0
2555;Entrega super rápida, adorei!;2022-01-21;Positivo;0.41666666666666663
2556;Não era o que eu esperava.;2023-02-11;Neutro;0.0
2557;Péssima qualidade, não recomendo.;2023-04-29;Neutro;0.0
2558;Péssima qualidade, não recomendo.;2023-12-27;Neutro;0.0
2559;Excelente custo-benefício!;2023-10-31;Neutro;0.0
2560;Muito satisfeito com a compra.;2022-09-24;Neutro;0.0
2561;Demorou muito para chegar.;2023-07-21;Neutro;0.0
2562;Não era o que eu esperava.;2022-11-27;Neutro;0.0
2563;Muito satisfeito com a compra.;2023-05-02;Neutro;0.0
2564;Não era o que eu esperava.;2022-06-11;Neutro;0.0
2565;Produto veio com defeito.;2023-12-23;Neutro;0.0
2566;Entrega super rápida, adorei!;2023-04-09;Positivo;0.41666666666666663
2567;Muito satisfeito com a compra.;2023-08-02;Neutro;0.0
2568;Entrega super rápida, adorei!;2023-06-24;Positivo;0.41666666666666663
2569;Não era o que eu esperava.;2023-03-24;Neutro;0.0
2570;Péssima qualidade, não recomendo.;2022-01-29;Neutro;0.0
2571;Produto veio com defeito.;2022-10-05;Neutro;0.0
2572;Entrega super rápida, adorei!;2023-12-24;Positivo;0.41666666666666663
2573;Não era o que eu esperava.;2023-01-21;Neutro;0.0
2574;Não era o que eu esperava.;2022-10-26;Neutro;0.0
2575;Entrega super rápida, adorei!;2022-10-14;Positivo;0.41666666666666663
2576;Excelente custo-benefício!;2022-08-03;Neutro;0.0
2577;Atendimento muito bom, parabéns!;2023-02-07;Neutro;0.0
2578;Ótimo produto!;2022-11-24;Neutro;0.0
2579;Não era o que eu esperava.;2022-09-23;Neutro;0.0
2580;Excelente custo-benefício!;2023-07-31;Neutro;0.0
2581;Ótimo produto!;2022-10-17;Neutro;0.0
2582;Não gostei do atendimento.;2022-08-12;Neutro;0.0
2583;Não era o que eu esperava.;2022-02-12;Neutro;0.0
2584;Não gostei do atendimento.;2022-08-15;Neutro;0.0
2585;Demorou muito para chegar.;2022-08-19;Neutro;0.0
2586;Não era o que eu esperava.;2022-09-03;Neutro;0.0
2587;Não era o que eu esperava.;2022-06-07;Neutro;0.0
2588;Demorou muito para chegar.;2023-05-30;Neutro;0.0
2589;Atendimento muito bom, parabéns!;2023-09-16;Neutro;0.0
2590;Não gostei do atendimento.;2023-02-12;Neutro;0.0
2591;Entrega super rápida, adorei!;2022-09-26;Positivo;0.41666666666666663
2592;Excelente custo-benefício!;2022-10-24;Neutro;0.0
2593;Demorou muito para chegar.;2023-06-10;Neutro;0.0
2594;Entrega super rápida, adorei!;2022-09-06;Positivo;0.41666666666666663
2595;Demorou muito para chegar.;2023-10-28;Neutro;0.0
2596;Entrega super rápida, adorei!;2022-06-08;Positivo;0.41666666666666663
2597;Ótimo produto!;2023-09-03;Neutro;0.0
2598;Péssima qualidade, não recomendo.;2022-06-25;Neutro;0.0
2599;Ótimo produto!;2022-11-30;Neutro;0.0
2600;Produto veio com defeito.;2022-05-22;Neutro;0.0
2601;Muito satisfeito com a compra.;2022-08-15;Neutro;0.0
2602;Excelente custo-benefício!;2023-08-31;Neutro;0.0
2603;Produto veio com defeito.;2022-06-29;Neutro;0.0
2604;Não gostei do atendimento.;2023-02-05;Neutro;0.0
2605;Não gostei do atendimento.;2023-05-27;Neutro;0.0
2606;Muito satisfeito com a compra.;2022-07-15;Neutro;0.0
2607;Não era o que eu esperava.;2023-03-07;Neutro;0.0
2608;Atendimento muito bom, parabéns!;2022-06-10;Neutro;0.0
2609;Produto veio com defeito.;2023-11-12;Neutro;0.0
2610;Entrega super rápida, adorei!;2023-09-30;Positivo;0.41666666666666663
2611;Não gostei do atendimento.;2022-08-13;Neutro;0.0
2612;Péssima qualidade, não recomendo.;2022-03-08;Neutro;0.0
2613;Demorou muito para chegar.;2023-09-05;Neutro;0.0
2614;Não era o que eu esperava.;2022-12-24;Neutro;0.0
2615;Péssima qualidade, não recomendo.;2023-07-01;Neutro;0.0
2616;Ótimo produto!;2022-07-26;Neutro;0.0
2617;Não gostei do atendimento.;2022-10-11;Neutro;0.0
2618;Atendimento muito bom, parabéns!;2022-06-28;Neutro;0.0
2619;Produto veio com defeito.;2022-02-15;Neutro;0.0
2620;Demorou muito para chegar.;2023-07-05;Neutro;0.0
2621;Demorou muito para chegar.;2023-08-16;Neutro;0.0
2622;Excelente custo-benefício!;2022-01-19;Neutro;0.0
2623;Atendimento muito bom, parabéns!;2022-08-26;Neutro;0.0
2624;Ótimo produto!;2022-07-05;Neutro;0.0
2625;Não era o que eu esperava.;2023-07-04;Neutro;0.0
2626;Não era o que eu esperava.;2022-07-13;Neutro;0.0
2627;Entrega super rápida, adorei!;2023-07-17;Positivo;0.41666666666666663
2628;Excelente custo-benefício!;2022-11-14;Neutro;0.0
2629;Ótimo produto!;2023-04-15;Neutro;0.0
2630;Produto veio com defeito.;2023-07-24;Neutro;0.0
2631;Entrega super rápida, adorei!;2023-12-07;Positivo;0.41666666666666663
2632;Não era o que eu esperava.;2023-12-01;Neutro;0.0
2633;Produto veio com defeito.;2022-07-17;Neutro;0.0
2634;Ótimo produto!;2022-11-28;Neutro;0.0
2635;Não gostei do atendimento.;2023-07-05;Neutro;0.0
2636;Entrega super rápida, adorei!;2022-04-14;Positivo;0.41666666666666663
2637;Não era o que eu esperava.;2022-02-20;Neutro;0.0
2638;Muito satisfeito com a compra.;2023-03-05;Neutro;0.0
2639;Muito satisfeito com a compra.;2023-12-09;Neutro;0.0
2640;Atendimento muito bom, parabéns!;2023-07-19;Neutro;0.0
2641;Péssima qualidade, não recomendo.;2022-06-13;Neutro;0.0
2642;Entrega super rápida, adorei!;2022-08-07;Positivo;0.41666666666666663
2643;Não gostei do atendimento.;2022-10-27;Neutro;0.0
2644;Não era o que eu esperava.;2023-12-05;Neutro;0.0
2645;Péssima qualidade, não recomendo.;2023-12-04;Neutro;0.0
2646;Não era o que eu esperava.;2022-06-04;Neutro;0.0
2647;Produto veio com defeito.;2022-06-10;Neutro;0.0
2648;Não gostei do atendimento.;2022-08-22;Neutro;0.0
2649;Produto veio com defeito.;2023-08-11;Neutro;0.0
2650;Demorou muito para chegar.;2022-11-26;Neutro;0.0
2651;Atendimento muito bom, parabéns!;2022-03-31;Neutro;0.0
2652;Demorou muito para chegar.;2023-11-27;Neutro;0.0
2653;Não gostei do atendimento.;2023-01-22;Neutro;0.0
2654;Demorou muito para chegar.;2023-05-27;Neutro;0.0
2655;Demorou muito para chegar.;2022-10-16;Neutro;0.0
2656;Produto veio com defeito.;2022-11-01;Neutro;0.0
2657;Muito satisfeito com a compra.;2023-07-12;Neutro;0.0
2658;Ótimo produto!;2022-09-10;Neutro;0.0
2659;Atendimento muito bom, parabéns!;2022-12-07;Neutro;0.0
2660;Produto veio com defeito.;2023-07-05;Neutro;0.0
2661;Não gostei do atendimento.;2023-09-23;Neutro;0.0
2662;Muito satisfeito com a compra.;2023-08-02;Neutro;0.0
2663;Demorou muito para chegar.;2023-07-23;Neutro;0.0
2664;Ótimo produto!;2023-05-11;Neutro;0.0
2665;Ótimo produto!;2022-12-05;Neutro;0.0
2666;Excelente custo-benefício!;2023-05-16;Neutro;0.0
2667;Demorou muito para chegar.;2022-03-23;Neutro;0.0
2668;Atendimento muito bom, parabéns!;2023-05-12;Neutro;0.0
2669;Não era o que eu esperava.;2023-03-11;Neutro;0.0
2670;Entrega super rápida, adorei!;2023-11-04;Positivo;0.41666666666666663
2671;Entrega super rápida, adorei!;2022-01-03;Positivo;0.41666666666666663
2672;Não gostei do atendimento.;2023-05-24;Neutro;0.0
2673;Não era o que eu esperava.;2022-02-23;Neutro;0.0
2674;Excelente custo-benefício!;2022-01-04;Neutro;0.0
2675;Muito satisfeito com a compra.;2023-08-15;Neutro;0.0
2676;Entrega super rápida, adorei!;2022-04-10;Positivo;0.41666666666666663
2677;Não gostei do atendimento.;2023-03-05;Neutro;0.0
2678;Excelente custo-benefício!;2022-02-28;Neutro;0.0
2679;Entrega super rápida, adorei!;2023-10-18;Positivo;0.41666666666666663
2680;Atendimento muito bom, parabéns!;2022-02-27;Neutro;0.0
2681;Produto veio com defeito.;2022-01-14;Neutro;0.0
2682;Péssima qualidade, não recomendo.;2022-03-10;Neutro;0.0
2683;Entrega super rápida, adorei!;2022-12-15;Positivo;0.41666666666666663
2684;Atendimento muito bom, parabéns!;2022-06-20;Neutro;0.0
2685;Não gostei do atendimento.;2023-02-02;Neutro;0.0
2686;Ótimo produto!;2023-10-02;Neutro;0.0
2687;Não gostei do atendimento.;2023-01-10;Neutro;0.0
2688;Muito satisfeito com a compra.;2022-05-25;Neutro;0.0
2689;Não gostei do atendimento.;2022-12-04;Neutro;0.0
2690;Não gostei do atendimento.;2022-04-28;Neutro;0.0
2691;Péssima qualidade, não recomendo.;2022-11-26;Neutro;0.0
2692;Muito satisfeito com a compra.;2022-07-09;Neutro;0.0
2693;Produto veio com defeito.;2023-05-21;Neutro;0.0
2694;Não era o que eu esperava.;2023-06-20;Neutro;0.0
2695;Não gostei do atendimento.;2022-01-10;Neutro;0.0
2696;Atendimento muito bom, parabéns!;2022-10-05;Neutro;0.0
2697;Não gostei do atendimento.;2022-03-09;Neutro;0.0
2698;Não era o que eu esperava.;2022-09-02;Neutro;0.0
2699;Demorou muito para chegar.;2022-12-20;Neutro;0.0
2700;Atendimento muito bom, parabéns!;2022-01-11;Neutro;0.0
2701;Produto veio com defeito.;2023-06-08;Neutro;0.0
2702;Muito satisfeito com a compra.;2023-04-13;Neutro;0.0
2703;Não era o que eu esperava.;2022-04-02;Neutro;0.0
2704;Produto veio com defeito.;2023-01-26;Neutro;0.0
2705;Produto veio com defeito.;2023-01-10;Neutro;0.0
2706;Muito satisfeito com a compra.;2023-10-19;Neutro;0.0
2707;Ótimo produto!;2023-04-03;Neutro;0.0
2708;Não era o que eu esperava.;2023-11-04;Neutro;0.0
2709;Entrega super rápida, adorei!;2022-06-19;Positivo;0.41666666666666663
2710;Muito satisfeito com a compra.;2023-05-31;Neutro;0.0
2711;Não era o que eu esperava.;2023-06-15;Neutro;0.0
2712;Ótimo produto!;2022-10-18;Neutro;0.0
2713;Atendimento muito bom, parabéns!;2023-05-01;Neutro;0.0
2714;Não gostei do atendimento.;2022-04-02;Neutro;0.0
2715;Produto veio com defeito.;2022-05-02;Neutro;0.0
2716;Ótimo produto!;2023-10-29;Neutro;0.0
2717;Demorou muito para chegar.;2022-06-21;Neutro;0.0
2718;Excelente custo-benefício!;2023-06-10;Neutro;0.0
2719;Não gostei do atendimento.;2023-03-23;Neutro;0.0
2720;Muito satisfeito com a compra.;2023-03-24;Neutro;0.0
2721;Não gostei do atendimento.;2022-09-26;Neutro;0.0
2722;Atendimento muito bom, parabéns!;2023-07-13;Neutro;0.0
2723;Excelente custo-benefício!;2022-07-25;Neutro;0.0
2724;Demorou muito para chegar.;2023-09-21;Neutro;0.0
2725;Ótimo produto!;2023-09-09;Neutro;0.0
2726;Excelente custo-benefício!;2022-07-30;Neutro;0.0
2727;Não gostei do atendimento.;2022-03-20;Neutro;0.0
2728;Ótimo produto!;2022-08-01;Neutro;0.0
2729;Excelente custo-benefício!;2022-09-20;Neutro;0.0
2730;Não gostei do atendimento.;2023-10-17;Neutro;0.0
2731;Péssima qualidade, não recomendo.;2022-10-02;Neutro;0.0
2732;Produto veio com defeito.;2022-03-06;Neutro;0.0
2733;Ótimo produto!;2023-07-15;Neutro;0.0
2734;Muito satisfeito com a compra.;2022-02-05;Neutro;0.0
2735;Entrega super rápida, adorei!;2023-11-18;Positivo;0.41666666666666663
2736;Não gostei do atendimento.;2022-06-24;Neutro;0.0
2737;Ótimo produto!;2022-09-18;Neutro;0.0
2738;Péssima qualidade, não recomendo.;2023-11-22;Neutro;0.0
2739;Atendimento muito bom, parabéns!;2022-06-02;Neutro;0.0
2740;Demorou muito para chegar.;2023-06-19;Neutro;0.0
2741;Não era o que eu esperava.;2023-07-27;Neutro;0.0
2742;Não era o que eu esperava.;2023-07-22;Neutro;0.0
2743;Produto veio com defeito.;2022-02-17;Neutro;0.0
2744;Produto veio com defeito.;2022-05-18;Neutro;0.0
2745;Entrega super rápida, adorei!;2023-03-12;Positivo;0.41666666666666663
2746;Muito satisfeito com a compra.;2023-08-30;Neutro;0.0
2747;Péssima qualidade, não recomendo.;2022-09-17;Neutro;0.0
2748;Ótimo produto!;2023-01-08;Neutro;0.0
2749;Excelente custo-benefício!;2022-08-26;Neutro;0.0
2750;Péssima qualidade, não recomendo.;2023-04-28;Neutro;0.0
2751;Atendimento muito bom, parabéns!;2023-12-20;Neutro;0.0
2752;Muito satisfeito com a compra.;2022-06-23;Neutro;0.0
2753;Ótimo produto!;2022-11-07;Neutro;0.0
2754;Atendimento muito bom, parabéns!;2023-02-01;Neutro;0.0
